time,G1,G2,G3,total_gen_MW,net_load_MW
2024-06-12 20:00:00,19.496078,0.0,0.0,19.496078,19.49607796506075
2024-06-12 21:00:00,24.292713,0.0,0.0,24.292713,24.292712788825078
2024-06-12 22:00:00,23.324508,0.0,0.0,23.324508,23.324507994669307
2024-06-12 23:00:00,21.418446,0.0,0.0,21.418446,21.41844615968998
2024-06-13 00:00:00,19.902485,0.0,0.0,19.902485,19.902484958403985
2024-06-13 01:00:00,19.844768,0.0,0.0,19.844768,19.844767597901058
2024-06-13 02:00:00,19.962776,0.0,0.0,19.962776,19.96277566979899
2024-06-13 03:00:00,21.56859,0.0,0.0,21.56859,21.568589730309316
2024-06-13 04:00:00,25.13617,0.0,0.0,25.13617,25.13617014762426
2024-06-13 05:00:00,21.150012,0.0,0.0,21.150012,21.150012338603055
2024-06-13 06:00:00,19.337204,0.0,0.0,19.337204,19.33720414582123
2024-06-13 07:00:00,15.177861,0.0,0.0,15.177861,15.177861224783305
2024-06-13 08:00:00,14.706876,0.0,0.0,14.706876,14.706876154287727
2024-06-13 09:00:00,9.7352366,0.0,0.0,9.7352366,9.735236648130236
2024-06-13 10:00:00,5.0695512,0.0,0.0,5.0695512,5.069551204105736
2024-06-13 11:00:00,11.824347,0.0,0.0,11.824347,11.824346913824318
2024-06-13 12:00:00,11.59244,0.0,0.0,11.59244,11.592440425283879
2024-06-13 13:00:00,6.2977771,0.0,0.0,6.2977771,6.297777134831303
2024-06-13 14:00:00,10.708811,0.0,0.0,10.708811,10.708810926637732
2024-06-13 15:00:00,10.819791,0.0,0.0,10.819791,10.819791334798577
2024-06-13 16:00:00,0.0,0.0,0.0,0.0,0.0
2024-06-13 17:00:00,8.3294295,0.0,0.0,8.3294295,8.329429494075054
2024-06-13 18:00:00,6.3197264,0.0,0.0,6.3197264,6.319726373038851
2024-06-13 19:00:00,19.290379,0.0,0.0,19.290379,19.29037910424882
2024-06-13 20:00:00,21.784307,0.0,0.0,21.784307,21.78430680025319
2024-06-13 21:00:00,27.598467,0.0,0.0,27.598467,27.598467408114917
2024-06-13 22:00:00,24.69505,0.0,0.0,24.69505,24.69505002160107
2024-06-13 23:00:00,21.998376,0.0,0.0,21.998376,21.99837598054998
2024-06-14 00:00:00,22.956644,0.0,0.0,22.956644,22.956643526361006
2024-06-14 01:00:00,20.65849,0.0,0.0,20.65849,20.65848973810745
2024-06-14 02:00:00,21.582724,0.0,0.0,21.582724,21.582724002304907
2024-06-14 03:00:00,20.89489,0.0,0.0,20.89489,20.89488953185355
2024-06-14 04:00:00,23.028751,0.0,0.0,23.028751,23.028750911923332
2024-06-14 05:00:00,23.953864,0.0,0.0,23.953864,23.953864265049585
2024-06-14 06:00:00,23.060637,0.0,0.0,23.060637,23.060636906669547
2024-06-14 07:00:00,16.491167,0.0,0.0,16.491167,16.49116681774138
2024-06-14 08:00:00,11.27509,0.0,0.0,11.27509,11.275089808505207
2024-06-14 09:00:00,14.276698,0.0,0.0,14.276698,14.27669848978277
2024-06-14 10:00:00,13.422627,0.0,0.0,13.422627,13.422626586111445
2024-06-14 11:00:00,8.250344,0.0,0.0,8.250344,8.25034400985292
2024-06-14 12:00:00,3.8257036,0.0,0.0,3.8257036,3.8257035850353986
2024-06-14 13:00:00,1.1948191,0.0,0.0,1.1948191,1.194819069860948
2024-06-14 14:00:00,0.058738477,0.0,0.0,0.058738477,0.05873847682207867
2024-06-14 15:00:00,9.4663588,0.0,0.0,9.4663588,9.466358834885174
2024-06-14 16:00:00,1.6552853,0.0,0.0,1.6552853,1.6552853022215572
2024-06-14 17:00:00,11.50958,0.0,0.0,11.50958,11.509579726277103
2024-06-14 18:00:00,11.411836,0.0,0.0,11.411836,11.411835967571193
2024-06-14 19:00:00,17.190979,0.0,0.0,17.190979,17.190979285614677
2024-06-14 20:00:00,19.713132,0.0,0.0,19.713132,19.713132025370257
2024-06-14 21:00:00,23.479424,0.0,0.0,23.479424,23.479423950339402
2024-06-14 22:00:00,22.978105,0.0,0.0,22.978105,22.97810532744892
2024-06-14 23:00:00,19.514906,0.0,0.0,19.514906,19.51490573808392
2024-06-15 00:00:00,17.299957,0.0,0.0,17.299957,17.299957147303516
2024-06-15 01:00:00,18.468014,0.0,0.0,18.468014,18.468014207326867
2024-06-15 02:00:00,20.039636,0.0,0.0,20.039636,20.03963561755843
